@relation 'TrainingData_g2-9-weka.filters.unsupervised.attribute.Remove-V-R4,7,14-15,22-23,25'

@attribute light_kitchen {off,on}
@attribute audio_livingroom {off,on}
@attribute current_microwave_kitchen {off,standby,on}
@attribute current_AC_bedroom {off,standby,on}
@attribute people_bedroom {off,on}
@attribute people_kitchen {off,on}
@attribute class {OtherActivity,g2-9}

@data
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,off,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
off,off,standby,standby,on,off,OtherActivity
